Authors,Author(s) ID,Year,Source title,Link,EID
"Manganelli M., Weyermann C., Gassner A.-L.","57203804710;23978745200;24764836500;",2019,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062731246&doi=10.1016%2fj.forsciint.2019.02.050&partnerID=40&md5=a8e25482c42f307e44f4d7ccdfc19313",2-s2.0-85062731246
"Seyfang K.E., Lucas N., Redman K.E., Popelka-Filcoff R.S., Kobus H.J., Kirkbride K.P.","56957040600;57169935900;56956687500;15521468200;7003432475;56337473100;",2019,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063334942&doi=10.1016%2fj.forsciint.2019.03.010&partnerID=40&md5=4824d9f8dcf99f7f0898bacfd5fb33ef",2-s2.0-85063334942
"Bueno J., Halámková L., Rzhevskii A., Lednev I.K.","55220519700;54414110100;57191958064;7004549899;",2018,"Analytical and Bioanalytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053934889&doi=10.1007%2fs00216-018-1359-1&partnerID=40&md5=97b727f60c28aa003bc877a1f24e42a1",2-s2.0-85053934889
"Laflèche D.J.N., Brière S.J.J., Faragher N.F., Hearns N.G.R.","56518233000;57203523431;36157536400;56518102600;",2018,"Journal of the Canadian Society of Forensic Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052060205&doi=10.1080%2f00085030.2018.1463202&partnerID=40&md5=8406017994cd1a8665da0b7d2d8d700d",2-s2.0-85052060205
"Kara İ.","56592181100;",2017,"Microscopy Research and Technique","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034023066&doi=10.1002%2fjemt.22942&partnerID=40&md5=c0b52954c70c937e73d7b7b279463a0c",2-s2.0-85034023066
"Lucena M.A.M., Ordoñez C., Weber I.T., Torre M., García-Ruiz C., López-López M.","7005609500;57195937657;7102280478;57195255426;35271820400;36614422500;",2017,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030236458&doi=10.1016%2fj.forsciint.2017.09.013&partnerID=40&md5=f17878a88133b329baa095e8536daf15",2-s2.0-85030236458
"Boracchi M., Andreola S., Collini F., Gentile G., Maciocco F., Maghin F., Zoja R.","57132991800;57198259689;56373263900;23466974600;57194274087;57133146500;6506348083;",2017,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019611910&doi=10.1016%2fj.forsciint.2017.05.004&partnerID=40&md5=54a1796cb39bad5258e74960e928c215",2-s2.0-85019611910
"Spathis V.","57194945450;",2017,"Defence Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024406809&doi=10.1016%2fj.dt.2017.03.007&partnerID=40&md5=e02e46290f66fd60e9563a39c65e5c33",2-s2.0-85024406809
"Lancon L.C.","57195391089;",2017,"AFTE Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027679209&partnerID=40&md5=7a226a3b3b3707eea2810743247abd6e",2-s2.0-85027679209
"Tucker W., Lucas N., Seyfang K.E., Kirkbride K.P., Popelka-Filcoff R.S.","57192181789;57169935900;56957040600;56337473100;15521468200;",2017,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999736804&doi=10.1016%2fj.forsciint.2016.11.024&partnerID=40&md5=e4afa6b1db3dabe33e512b9da079f4fb",2-s2.0-84999736804
"Maitre M., Kirkbride K.P., Horder M., Roux C., Beavis A.","57192155063;56337473100;57113201600;7202017940;7007045269;",2017,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84998656243&doi=10.1016%2fj.forsciint.2016.09.003&partnerID=40&md5=72e08daa40fe2a6dc2975729496feac9",2-s2.0-84998656243
