Authors,Author(s) ID,Year,Source title,Link,EID
"Shaw A.","57208565129;",2019,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065136497&doi=10.1016%2fj.forsciint.2019.04.024&partnerID=40&md5=74956e992078b754aa3a4e4a19162d90",2-s2.0-85065136497
"Seyfang K.E., Lucas N., Redman K.E., Popelka-Filcoff R.S., Kobus H.J., Kirkbride K.P.","56957040600;57169935900;56956687500;15521468200;7003432475;56337473100;",2019,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063334942&doi=10.1016%2fj.forsciint.2019.03.010&partnerID=40&md5=4824d9f8dcf99f7f0898bacfd5fb33ef",2-s2.0-85063334942
"Argente-García A.I., Hakobyan L., Guillem C., Campíns-Falcó P.","55937689100;37118823100;6602805498;7005602260;",2019,"Separations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070225644&doi=10.3390%2fseparations6010016&partnerID=40&md5=56ce0691e41fcd9d7b301229065532b8",2-s2.0-85070225644
"Wannier M.M.A., de Urreiztieta M., Wenk H.-R., Stan C.V., Tamura N., Yue B.","6505916902;6506999964;35514583800;57201662988;57194702983;57207195172;",2019,"Anthropocene","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062269892&doi=10.1016%2fj.ancene.2019.100196&partnerID=40&md5=97f9a7506f91fbee91a8106be9d07d41",2-s2.0-85062269892
"Pereira De Oliveira L., Rocha D.P., Reis De Araujo W., Abarza Muñoz R.A., Longo Cesar Paixão T.R., Oliveira Salles M.","57204591960;57194055239;57204584786;56136382900;57204588106;57204588619;",2018,"Analytical Methods","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056289207&doi=10.1039%2fc8ay01389f&partnerID=40&md5=a3ca6593418d41720a6ff8669024246d",2-s2.0-85056289207
"Israelsohn-Azulay O., Zidon Y., Tsach T.","25932268300;6507978407;6508141599;",2018,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045739084&doi=10.1016%2fj.forsciint.2018.02.027&partnerID=40&md5=ce7b3b174fbdd8dd300d21cc087ff16d",2-s2.0-85045739084
"Pongpiachan S., Iijima A., Cao J.","26423932200;10138803800;7403354324;",2018,"Atmosphere","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045334186&doi=10.3390%2fatmos9040144&partnerID=40&md5=6d9679e7f234690f7aa810b048f7e185",2-s2.0-85045334186
"Laflèche D.J.N., Brière S.J.J., Faragher N.F., Hearns N.G.R.","56518233000;57203523431;36157536400;56518102600;",2018,"Journal of the Canadian Society of Forensic Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052060205&doi=10.1080%2f00085030.2018.1463202&partnerID=40&md5=8406017994cd1a8665da0b7d2d8d700d",2-s2.0-85052060205
"Blakey L.S., Sharples G.P., Chana K., Birkett J.W.","57200181669;7003677879;35809803800;7004014784;",2018,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040036495&doi=10.1111%2f1556-4029.13555&partnerID=40&md5=f0697b59d8b30b4a357ed5c727f2ecac",2-s2.0-85040036495
"Cao X., Zhang X., Tong D.Q., Chen W., Zhang S., Zhao H., Xiu A.","57202287503;56404232700;12775486900;57191039962;23101804800;55715785200;6506602857;",2018,"Environmental Reviews","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047732934&doi=10.1139%2fer-2017-0063&partnerID=40&md5=4cea5514abee2df357762e1b0454f144",2-s2.0-85047732934
"Martín-Alberca C., Zapata F., Carrascosa H., Ortega-Ojeda F.E., García-Ruiz C.","55345515200;56417459200;56996100800;55781840300;35271820400;",2016,"Talanta","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949439584&doi=10.1016%2fj.talanta.2015.11.070&partnerID=40&md5=26d1f846472b43b069bc678818b5abaf",2-s2.0-84949439584
"Melo Lucena M.A., Rodrigues M.O., Gatto C.C., Talhavini M., Maldaner A.O., Alves S., Jr., Weber I.T.","56641614000;10144730100;7003710701;6602405849;36883383800;35516899500;7102280478;",2016,"Journal of Luminescence","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954390953&doi=10.1016%2fj.jlumin.2015.04.010&partnerID=40&md5=74ada0bde4b221530a41cd5d80be3ffb",2-s2.0-84954390953
"Kara L., Sarikavak Y., Lisesivdin S.B., Kasap M.","57188548277;36621412600;16242267700;6603712742;",2016,"Environmental Forensics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961652487&doi=10.1080%2f15275922.2015.1133729&partnerID=40&md5=d751276fcdfa7aa0348909dd6b8fdf15",2-s2.0-84961652487
"Goudsmits E., Sharples G.P., Birkett J.W.","56926734200;7003677879;7004014784;",2015,"TrAC - Trends in Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945358419&doi=10.1016%2fj.trac.2015.05.010&partnerID=40&md5=3d1326cf71a2936b306b5cf19a20fca5",2-s2.0-84945358419
"Lindström A.-C., Hoogewerff J., Athens J., Obertova Z., Duncan W., Waddell N., Kieser J.","56199419000;6603651344;55783203500;6506296498;56559449200;14047616900;35563406800;",2015,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934939196&doi=10.1016%2fj.forsciint.2015.05.021&partnerID=40&md5=f3c675d2816a6a30e7842212c58c48c3",2-s2.0-84934939196
"Izraeli E.S., Tsach T., Levin N.","55621553400;6508141599;16683533000;",2014,"X-Ray Spectrometry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890430819&doi=10.1002%2fxrs.2495&partnerID=40&md5=5ac01e68b49f0b29d216a64d6bee4a85",2-s2.0-84890430819
"Grima M., Hanson R., Tidy H.","37664804100;37664997300;56091293300;",2014,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898005059&doi=10.1016%2fj.forsciint.2014.03.002&partnerID=40&md5=818658b6e0dbe0818e7146448bf0ecdc",2-s2.0-84898005059
"Martín-Alberca C., de la Ossa M.A.F., Sáiz J., Ferrando J.L., García-Ruiz C.","55345515200;36614132800;47161508500;36614345100;35271820400;",2014,"Electrophoresis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917671289&doi=10.1002%2felps.201400078&partnerID=40&md5=1128f5c69eb5061208dbf5b3fd2d8f3b",2-s2.0-84917671289
"French J., Morgan R., Davy J.","37037238900;57194780985;22936802500;",2014,"X-Ray Spectrometry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890434537&doi=10.1002%2fxrs.2498&partnerID=40&md5=9717e698531f43cd54ba03a41b7a0e43",2-s2.0-84890434537
"Martín-Alberca C., García-Ruiz C.","55345515200;35271820400;",2014,"TrAC - Trends in Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896260126&doi=10.1016%2fj.trac.2013.12.010&partnerID=40&md5=376751c0ff144e91237f955e0dcb0cda",2-s2.0-84896260126
"Taudte R.V., Beavis A., Blanes L., Cole N., Doble P., Roux C.","55907909000;7007045269;8606130700;25123483300;6603627895;7202017940;",2014,"BioMed Research International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902132405&doi=10.1155%2f2014%2f965403&partnerID=40&md5=9785e912a2019e957ae5f3e5834a278c",2-s2.0-84902132405
"Szomborg K., Jongekrijg F., Gilchrist E., Webb T., Wood D., Barron L.","55858378900;55178490300;55074774900;55858543200;57198667911;12753795900;",2013,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884320066&doi=10.1016%2fj.forsciint.2013.08.018&partnerID=40&md5=55af4cb6e59fe32a04a2c9c0aaf463f5",2-s2.0-84884320066
"Barron L.","12753795900;",2013,"Science and Justice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887071380&doi=10.1016%2fj.scijus.2013.10.001&partnerID=40&md5=2fdbb33dd50c21df1c1c038a3c9e8c39",2-s2.0-84887071380
"Pirrie D., Rollinson G.K., Power M.R., Webb J.","7004099181;25645060100;7102066853;55935158100;",2013,"Geological Society Special Publication","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885348568&doi=10.1144%2fSP384.17&partnerID=40&md5=20f2452339274af6c2224590c6ba552a",2-s2.0-84885348568
"Amadasi A., Merli D., Brandone A., Poppa P., Gibelli D., Cattaneo C.","53876776000;8368483400;6508288785;22836584100;26532520200;55157912300;",2013,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880170690&doi=10.1111%2f1556-4029.12149&partnerID=40&md5=313c01fbb84733b6db5e2f35a4bca091",2-s2.0-84880170690
"Gilchrist E., Jongekrijg F., Harvey L., Smith N., Barron L.","55074774900;55178490300;55178190200;35472999100;12753795900;",2012,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864371692&doi=10.1016%2fj.forsciint.2012.03.024&partnerID=40&md5=a9dcc2bc01027e5afb8ae8624b83cfc2",2-s2.0-84864371692
