Authors,Author(s) ID,Year,Source title,Link,EID
"Manganelli M., Weyermann C., Gassner A.-L.","57203804710;23978745200;24764836500;",2019,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062731246&doi=10.1016%2fj.forsciint.2019.02.050&partnerID=40&md5=a8e25482c42f307e44f4d7ccdfc19313",2-s2.0-85062731246
"Williamson R., Gura S., Tarifa A., Almirall J.R.","57188816394;6603308646;55693603000;7004960911;",2018,"Forensic Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041995766&doi=10.1016%2fj.forc.2018.01.005&partnerID=40&md5=ae519c49df7aac85adc13e85db70db73",2-s2.0-85041995766
"Hofstetter C., Maitre M., Beavis A., Roux C.P., Weyermann C., Gassner A.-L.","57194699623;57192155063;7007045269;7202017940;23978745200;24764836500;",2017,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021701602&doi=10.1016%2fj.forsciint.2017.06.013&partnerID=40&md5=6228f33bb426e951f7a721a666177d41",2-s2.0-85021701602
"Gassner A.-L., Ribeiro C., Kobylinska J., Zeichner A., Weyermann C.","24764836500;57190225860;57194836574;7005860122;23978745200;",2016,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978472932&doi=10.1016%2fj.forsciint.2016.06.029&partnerID=40&md5=e15bf1e782c43ee03c8ece4fed37b377",2-s2.0-84978472932
"Ali L., Brown K., Castellano H., Wetzel S.J.","57191446213;57191444936;57191443142;7004846193;",2016,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990188105&doi=10.1111%2f1556-4029.13077&partnerID=40&md5=10f2595b136b725c61f9ffeeb57ad458",2-s2.0-84990188105
"Gassner A.-L., Weyermann C.","24764836500;23978745200;",2016,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961655175&doi=10.1016%2fj.forsciint.2016.03.022&partnerID=40&md5=23b57102a7ec81d7b4457dded7cdb314",2-s2.0-84961655175
"Taudte R.V., Roux C., Blanes L., Horder M., Kirkbride K.P., Beavis A.","55907909000;7202017940;8606130700;57113201600;56337473100;7007045269;",2016,"Analytical and Bioanalytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958012371&doi=10.1007%2fs00216-016-9357-7&partnerID=40&md5=c88f8ff1eaf8749801be5bd996300fda",2-s2.0-84958012371
"Kara L., Sarikavak Y., Lisesivdin S.B., Kasap M.","57188548277;36621412600;16242267700;6603712742;",2016,"Environmental Forensics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961652487&doi=10.1080%2f15275922.2015.1133729&partnerID=40&md5=d751276fcdfa7aa0348909dd6b8fdf15",2-s2.0-84961652487
"Goudsmits E., Sharples G.P., Birkett J.W.","56926734200;7003677879;7004014784;",2015,"TrAC - Trends in Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945358419&doi=10.1016%2fj.trac.2015.05.010&partnerID=40&md5=3d1326cf71a2936b306b5cf19a20fca5",2-s2.0-84945358419
"Tarifa A., Almirall J.R.","55693603000;7004960911;",2015,"Science and Justice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928430302&doi=10.1016%2fj.scijus.2015.02.003&partnerID=40&md5=5f1ff3b752e33b029c8bdca6997e4473",2-s2.0-84928430302
"Benito S., Abrego Z., Sánchez A., Unceta N., Goicolea M.A., Barrio R.J.","56452691700;55062298400;14322502100;6507899948;6602249008;7006546783;",2015,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919338496&doi=10.1016%2fj.forsciint.2014.11.002&partnerID=40&md5=3130e608902d127ca797a8cd800f8d30",2-s2.0-84919338496
"Gong Z., Du H., Cheng F., Wang C., Wang C., Fan M.","7201949108;56379469500;55868381900;55870020900;56379233300;36742797600;",2014,"ACS Applied Materials and Interfaces","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919897801&doi=10.1021%2fam507424v&partnerID=40&md5=e4f090cead6695ea4beb0a9e7c0ba4d9",2-s2.0-84919897801
"Kabir A., Holness H., Furton K.G., Almirall J.R.","7005744830;55347017000;7004543580;7004960911;",2012,"Comprehensive Sampling and Sample Preparation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884031035&doi=10.1016%2fB978-0-12-381373-2.00003-X&partnerID=40&md5=9b8a01e397116df808db92b160d58f12",2-s2.0-84884031035
"Kabir A., Furton K.G.","7005744830;7004543580;",2012,"Gas Chromatography","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882563564&doi=10.1016%2fB978-0-12-385540-4.00025-0&partnerID=40&md5=9623da68d73ec969bc1c60de33072dd7",2-s2.0-84882563564
