Authors,Author(s) ID,Year,Source title,Link,EID
"Karahacane D.S., Dahmani A., Khimeche K.","57209214903;6701410618;12799558100;",2019,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066880100&doi=10.1016%2fj.forsciint.2019.05.022&partnerID=40&md5=f6788abef4641b9b51036f86e3d272f5",2-s2.0-85066880100
"Gallidabino M.D., Barron L.P., Weyermann C., Romolo F.S.","36135414600;12753795900;23978745200;6508292376;",2019,"Analyst","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061287530&doi=10.1039%2fc8an01841c&partnerID=40&md5=360030322b6d88434550e93fdf97c559",2-s2.0-85061287530
"Grisanti E., Hohmann M., Huber S., Krick Calderon C., Lingenfelser D., Otto M.","57193168060;7004524548;57203172386;57203172276;16245216400;7201539824;",2018,"Talanta","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050816818&doi=10.1016%2fj.talanta.2018.06.077&partnerID=40&md5=00de9bd6a8c78ec15b8aa5e8e6fd1c79",2-s2.0-85050816818
"Brożek-Mucha Z., Zdeb K.","6602161516;44462445800;",2018,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030257685&doi=10.1111%2f1556-4029.13631&partnerID=40&md5=cb6b4daa51ae07eb55c68b800fa4d336",2-s2.0-85030257685
"Brożek-Mucha Z.","6602161516;",2017,"Analytical and Bioanalytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025128730&doi=10.1007%2fs00216-017-0460-1&partnerID=40&md5=899f63bf47a76e55a484eaedd0f061e8",2-s2.0-85025128730
"Spathis V.","57194945450;",2017,"Defence Technology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024406809&doi=10.1016%2fj.dt.2017.03.007&partnerID=40&md5=e02e46290f66fd60e9563a39c65e5c33",2-s2.0-85024406809
"He C.-H., Wang Q.-L., Liu S.-W., Wei L., Wang F., Han B.","57194543785;55608649800;27168150300;36550803200;55799946600;37005365900;",2017,"Huozhayao Xuebao/Chinese Journal of Explosives and Propellants","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020716533&doi=10.14077%2fj.issn.1007-7812.2017.02.002&partnerID=40&md5=f08e215983629f0869b4b57fe21f8068",2-s2.0-85020716533
"Brożek-Mucha Z.","6602161516;",2017,"Science and Justice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007605442&doi=10.1016%2fj.scijus.2016.11.004&partnerID=40&md5=41937bf16972f896c419086c375d0445",2-s2.0-85007605442
"Hashim N.H.M., Zain Z.M., Jaafar M.Z.","55539189170;26636222100;35740867900;",2016,"MATEC Web of Conferences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009354119&doi=10.1051%2fmatecconf%2f20165904005&partnerID=40&md5=cbe6933cf923d47532d0e85de2bb00dd",2-s2.0-85009354119
"Fambro L.A., Miller E.T., Vandenbos D.D., Dockery C.R.","57189263514;57189268527;57189261324;6602477687;",2016,"Analytical Methods","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84967327853&doi=10.1039%2fc6ay00725b&partnerID=40&md5=ee8976c9897f3a6238f866f646231348",2-s2.0-84967327853
"Hogg S.R., Hunter B.C., Waddell Smith R.","36903162600;49863581100;7006383201;",2016,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956810671&doi=10.1111%2f1556-4029.12881&partnerID=40&md5=ec1f10cabb15107321ef96f465c2e8df",2-s2.0-84956810671
"Brozek-Mucha Z.","6602161516;",2015,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937239494&doi=10.1016%2fj.forsciint.2015.06.033&partnerID=40&md5=22f29e883d9201139cb8595e3009dd95",2-s2.0-84937239494
"Lindström A.-C., Hoogewerff J., Athens J., Obertova Z., Duncan W., Waddell N., Kieser J.","56199419000;6603651344;55783203500;6506296498;56559449200;14047616900;35563406800;",2015,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84934939196&doi=10.1016%2fj.forsciint.2015.05.021&partnerID=40&md5=f3c675d2816a6a30e7842212c58c48c3",2-s2.0-84934939196
"Martin D., Gonzalvez A.G., Buesing F., Urena A.G.","56468440500;35334205500;57041352900;6508242555;",2015,"Applied Spectroscopy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953382482&doi=10.1366%2f14-07832&partnerID=40&md5=b206332aa40ff393509000fd7d60826c",2-s2.0-84953382482
"Zhang K.-S., Wu B., Yu X.-H., Zou Z.-Q.","56682308800;55468121500;57196945176;56046800200;",2015,"Binggong Xuebao/Acta Armamentarii","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930976333&doi=10.3969%2fj.issn.1000-1093.2015.05.007&partnerID=40&md5=7fe831692cf55592ef050e3e04e7bc07",2-s2.0-84930976333
"Bueno J., Lednev I.K.","55220519700;7004549899;",2014,"Analytical and Bioanalytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904504428&doi=10.1007%2fs00216-014-7874-9&partnerID=40&md5=f2d89b080cfa11a50e0533ca226d29ec",2-s2.0-84904504428
"Brozek-Mucha Z.","6602161516;",2014,"BioMed Research International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904212014&doi=10.1155%2f2014%2f428038&partnerID=40&md5=9c1f4a557ef2656496887946e16ccb78",2-s2.0-84904212014
"Taudte R.V., Beavis A., Blanes L., Cole N., Doble P., Roux C.","55907909000;7007045269;8606130700;25123483300;6603627895;7202017940;",2014,"BioMed Research International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902132405&doi=10.1155%2f2014%2f965403&partnerID=40&md5=9785e912a2019e957ae5f3e5834a278c",2-s2.0-84902132405
"Bueno J., Lednev I.K.","55220519700;7004549899;",2013,"Analytical Methods","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886773728&doi=10.1039%2fc3ay40721g&partnerID=40&md5=5e56dee16d848cfc0317c61de97e15a0",2-s2.0-84886773728
"Hondrogiannis E., Andersen D., Miziolek A.W.","55342863000;37100917000;7003962186;",2013,"Proceedings of SPIE - The International Society for Optical Engineering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881148483&doi=10.1117%2f12.2017900&partnerID=40&md5=69acbccbc96df591a4d9b295865c3f38",2-s2.0-84881148483
"Salles M.O., Bertotti M., Paixão T.R.L.C.","29167555400;7004562485;6506102243;",2012,"Sensors and Actuators, B: Chemical","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861182076&doi=10.1016%2fj.snb.2012.02.097&partnerID=40&md5=84653e11b176a0b41ea77ae31faaae13",2-s2.0-84861182076
"Bueno J., Sikirzhytski V., Lednev I.K.","55220519700;24169870800;7004549899;",2012,"Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861117513&doi=10.1021%2fac203429x&partnerID=40&md5=ec0d5b82de12f5e61504169ad57325fa",2-s2.0-84861117513
"López-López M., Delgado J.J., García-Ruiz C.","36614422500;57198051366;35271820400;",2012,"Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859915571&doi=10.1021%2fac203237w&partnerID=40&md5=b0e512f42982a17eab58e78eeffdafe4",2-s2.0-84859915571
"Abrego Z., Ugarte A., Unceta N., Fernández-Isla A., Goicolea M.A., Barrio R.J.","55062298400;16417974800;6507899948;55062298500;6602249008;7006546783;",2012,"Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857859396&doi=10.1021%2fac203155r&partnerID=40&md5=f53d893e1b6aa9e9ec7cc424ed1e5c91",2-s2.0-84857859396
"Yañez J., Paz Farías M., Zúñiga V., Soto C., Contreras D., Pereira E., Mansilla H.D., Saavedra R., Castillo R., Sáez P.","10144457000;54409140500;54410055000;7007083169;7006727169;7202834279;7003787740;55760909900;36795730400;54780700600;",2012,"Microchemical Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83555166327&doi=10.1016%2fj.microc.2011.10.003&partnerID=40&md5=37fa98a2b3bd4faa779154061b55688e",2-s2.0-83555166327
"Brozek-Mucha Z.","6602161516;",2011,"Microscopy and Microanalysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82055166007&doi=10.1017%2fS1431927611012141&partnerID=40&md5=e98cedf3605ff58d8fbad29102f50436",2-s2.0-82055166007
"Brozek-Mucha Z.","6602161516;",2011,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959549135&doi=10.1016%2fj.forsciint.2011.01.031&partnerID=40&md5=de83dd295df49eba7a74708d682950e4",2-s2.0-79959549135
"Wan T., Yu D., Zhang T., Zhang X., Zhou J.","37012849400;57199475020;37012878900;37012845500;55723371200;",2010,"Procedia Engineering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951804954&doi=10.1016%2fj.proeng.2010.11.004&partnerID=40&md5=1b72ecb362d208247e1db36c0091018d",2-s2.0-79951804954
"Dalby O., Butler D., Birkett J.W.","36160383000;57198299952;7004014784;",2010,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954320178&doi=10.1111%2fj.1556-4029.2010.01370.x&partnerID=40&md5=8ed7f76d57e3a1216c821751a8972c1b",2-s2.0-77954320178
"Rijnders M.R., Stamouli A., Bolck A.","35811154900;6602670587;56162937300;",2010,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951120499&doi=10.1111%2fj.1556-4029.2009.01292.x&partnerID=40&md5=a247651167a64c9dc3b00ac9407e0c9f",2-s2.0-77951120499
"Silva M.J., Cortez J., Pasquini C., Honorato R.S., Paim A.P.S., Pimentel M.F.","25624647400;16444062300;35507950000;6701318298;16245616000;7006799228;",2009,"Journal of the Brazilian Chemical Society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-76349101188&doi=10.1590%2fS0103-50532009001000017&partnerID=40&md5=11d80f739a3c762ee41f5330fe7bbc9f",2-s2.0-76349101188
"Charlton B., Fisher A.S., Goodall P.S., Hinds M.W., Lancaster S., Shore S.","15077836100;56447781800;9274266500;7102130954;15132451300;25824450400;",2008,"Journal of Analytical Atomic Spectrometry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57249114498&doi=10.1039%2fb817437g&partnerID=40&md5=ab8825bf9554cdbaa067ddb27706d5b3",2-s2.0-57249114498
"Keulen N., Frei D., Bernstein S., Hutchison M.T., Knudsen C., Jensen L.","55886513200;8651924800;7201589140;8414698200;8651925200;57196607757;",2008,"Geological Survey of Denmark and Greenland Bulletin","https://www.scopus.com/inward/record.uri?eid=2-s2.0-54749118632&partnerID=40&md5=7b724b098429cd79ca53f7bf6bec77d6",2-s2.0-54749118632
"Tsuji K., Nakano K., Hayashi H., Hayashi K., Ro C.-U.","56609707300;35795782000;35479939700;55502684700;7003424343;",2008,"Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-45249109350&doi=10.1021%2fac800678s&partnerID=40&md5=8e2c030c9077e0bd1c520815749e60c9",2-s2.0-45249109350
"Knauthe B., Steffen S., Barth M., Niewoehner L., Otto M.","25226507500;23493906500;57189351968;8525342900;7201539824;",2008,"Journal of Chemometrics","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53649105282&doi=10.1002%2fcem.1109&partnerID=40&md5=5ede7f07b45e2a80916c1e6873b864dc",2-s2.0-53649105282
