Authors,Author(s) ID,Year,Source title,Link,EID
"Geusens N., Nys B., Charles S.","34978537600;35080922200;57197281468;",2019,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060601355&doi=10.1111%2f1556-4029.13984&partnerID=40&md5=118e565a8569d659c2d5b83f30a7935b",2-s2.0-85060601355
"Pircher R., Große Perdekamp M., Mierdel K., Pollak S., Thierauf-Emberger A., Geisenberger D.","55512216400;57050645100;6505667848;7103341767;56290721500;55660370900;",2019,"International Journal of Legal Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066628247&doi=10.1007%2fs00414-019-02087-0&partnerID=40&md5=897700067d8e216469f55ce94d03ea3f",2-s2.0-85066628247
"Landes F.C., Paltseva A., Sobolewski J.M., Cheng Z., Ellis T.K., Mailloux B.J., Van Geen A.","56077847500;56996123400;57209541402;57203637194;57188559129;6603163699;7003938156;",2019,"Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068064062&doi=10.1021%2facs.analchem.9b00681&partnerID=40&md5=dce9f5ad64a66739011cfaafd83906c7",2-s2.0-85068064062
"Colmenero F.","57192674326;",2019,"Materials Research Express","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062010913&doi=10.1088%2f2053-1591%2faaf9d7&partnerID=40&md5=5a2031f8da9530fc751b82c97c6f18e5",2-s2.0-85062010913
"Gandy L., Najjar K., Terry M., Bridge C.","57200244635;57200249208;57194180231;8280539200;",2018,"Forensic Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040466768&doi=10.1016%2fj.forc.2017.12.009&partnerID=40&md5=83bb871b9069183149b5de21e561317b",2-s2.0-85040466768
"Boracchi M., Andreola S., Collini F., Gentile G., Maciocco F., Maghin F., Zoja R.","57132991800;57198259689;56373263900;23466974600;57194274087;57133146500;6506348083;",2017,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019611910&doi=10.1016%2fj.forsciint.2017.05.004&partnerID=40&md5=54a1796cb39bad5258e74960e928c215",2-s2.0-85019611910
"Satarpai T., Shiowatana J., Siripinyanond A.","57188827249;6603591068;6603414837;",2016,"Talanta","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963700647&doi=10.1016%2fj.talanta.2016.04.017&partnerID=40&md5=4bc768e81a21d79a93e995d3e3334f20",2-s2.0-84963700647
"Migliorini A.S., Andreola S., Battistini A., Gentile G., Muccino E., Vancheri G., Zoja R.","56809002000;57198259689;15130649400;23466974600;55796382900;57202567180;6506348083;",2015,"Journal of Forensic and Legal Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940378541&doi=10.1016%2fj.jflm.2015.08.004&partnerID=40&md5=350e5339ce46b15f435ee23890f42462",2-s2.0-84940378541
"Vanini G., Souza R.M., Destefani C.A., Merlo B.B., Piorotti T.M., de Castro E.V.R., Carneiro M.T.W.D., Romão W.","55806202000;56085985400;56086468100;56085928600;56085038000;7006005533;35785829700;57198083811;",2014,"Microchemical Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896950936&doi=10.1016%2fj.microc.2014.03.003&partnerID=40&md5=dfe2cf776f7f85cb68827a17252a3a42",2-s2.0-84896950936
"Destefani C.A., Motta L.C., Vanini G., Souza L.M., Filho J.F.A., Macrino C.J., Silva E.M., Greco S.J., Endringer D.C., Romão W.","56086468100;56179616200;55806202000;56180791200;56179799700;56179775600;56179889800;15820645600;6504021577;57198083811;",2014,"Microchemical Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901405005&doi=10.1016%2fj.microc.2014.05.009&partnerID=40&md5=c86295d2dcaa5be5ae81d8412bae9c85",2-s2.0-84901405005
