Authors,Author(s) ID,Year,Source title,Link,EID
"Pircher R., Glardon M., Perdekamp M.G., Pollak S., Geisenberger D.","55512216400;35603106000;57206757328;7103341767;55660370900;",2019,"International Journal of Legal Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057972860&doi=10.1007%2fs00414-018-1978-2&partnerID=40&md5=0c97428ec968d9e94245f4bc231ecd15",2-s2.0-85057972860
"Gujaral P.B., Ajay B.","57193490720;57197725015;",2017,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014260232&doi=10.1111%2f1556-4029.13457&partnerID=40&md5=01da05ae3e76a2c9b74a292c9d69f079",2-s2.0-85014260232
"Frank M., Peters D., Klemm W., Grossjohann R., Ekkernkamp A., Bockholdt B., Seifert J.","25936070900;53264554600;23397033700;6506264098;56264343800;6603126842;18038789500;",2017,"International Journal of Legal Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019869475&doi=10.1007%2fs00414-017-1606-6&partnerID=40&md5=b51c1bdf0288b97a6d245ac588ffed69",2-s2.0-85019869475
"Pircher R., Preiß D., Pollak S., Thierauf-Emberger A., Perdekamp M.G.ß., Geisenberger D.","55512216400;57192204992;7103341767;56290721500;57206757328;55660370900;",2017,"International Journal of Legal Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85001086149&doi=10.1007%2fs00414-016-1501-6&partnerID=40&md5=97c512fe1046182415f106d6d46b1cf4",2-s2.0-85001086149
"Schyma C., Bauer K., Brünig J., Schwendener N., Müller R.","7003395370;57190440099;6507201052;44061961600;57190436943;",2017,"International Journal of Legal Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979971022&doi=10.1007%2fs00414-016-1419-z&partnerID=40&md5=c5fe51c5d51afa2f04205a9fee8e28eb",2-s2.0-84979971022
"Peonim V., Srisont S., Udnoon J., Wongwichai S., Thapon A., Worasuwannarak W.","23480267700;27467923100;26025383200;36672340600;57190953980;55795805000;",2016,"Legal Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984679630&doi=10.1016%2fj.legalmed.2016.08.010&partnerID=40&md5=258f25694a5fd3dfa8b8923a2f40406b",2-s2.0-84984679630
"Radford G.E., Taylor M.C., Kieser J.A., Waddell J.N., Walsh K.A.J., Schofield J.C., Das R., Chakravorty E.","29567508700;24176029100;35563406800;14047616900;7403291333;56717289500;9638587900;56717641100;",2016,"International Journal of Legal Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936866417&doi=10.1007%2fs00414-015-1219-x&partnerID=40&md5=165ad03421fd5387666c6dbbecc853c8",2-s2.0-84936866417
"Kramer L., Nadjem H., Glardon M., Kneubuehl B.P., Pollak S., Große Perdekamp M., Pircher R.","56501402200;6701595222;35603106000;6603616065;7103341767;57050645100;55512216400;",2016,"International Journal of Legal Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945294640&doi=10.1007%2fs00414-015-1281-4&partnerID=40&md5=575c5be93f800ee847f1679d32a03467",2-s2.0-84945294640
"Dettmeyer R.B., Verhoff M.A., Schütz H.F.","7006497222;7003345389;7101837410;",2014,"Forensic Medicine: Fundamentals and Perspectives","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930021767&doi=10.1007%2f978-3-642-38818-7_9&partnerID=40&md5=becf75ad9d722ce4f00a7cb1fd13091a",2-s2.0-84930021767
"Pircher R., Bielefeld L., Geisenberger D., Große Perdekamp M., Pollak S., Thierauf-Emberger A.","55512216400;54787442600;55660370900;57050645100;7103341767;56290721500;",2014,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907664786&doi=10.1016%2fj.forsciint.2014.08.029&partnerID=40&md5=869857a1df99fbe1ae0e8c42859db683",2-s2.0-84907664786
