Authors,Author(s) ID,Year,Source title,Link,EID
"Blakey L.S., Sharples G.P., Chana K., Birkett J.W.","57200181669;7003677879;35809803800;7004014784;",2018,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040036495&doi=10.1111%2f1556-4029.13555&partnerID=40&md5=f0697b59d8b30b4a357ed5c727f2ecac",2-s2.0-85040036495
"Salles M.O., Bertotti M., Paixão T.R.L.C.","29167555400;7004562485;6506102243;",2012,"Sensors and Actuators, B: Chemical","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861182076&doi=10.1016%2fj.snb.2012.02.097&partnerID=40&md5=84653e11b176a0b41ea77ae31faaae13",2-s2.0-84861182076
"Cecchi R., Cipolloni L., Sestili C., Aromatario M., Ciallella C.","16411214100;6603029936;54279478400;14015229800;6602129796;",2012,"International Journal of Legal Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863726922&doi=10.1007%2fs00414-011-0643-9&partnerID=40&md5=d2e06a2236f0bde7e327ccb14dc0b769",2-s2.0-84863726922
"Lorin De La Grandmaison G.","55664562800;",2012,"Annales de Pathologie","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856972942&doi=10.1016%2fj.annpat.2011.10.005&partnerID=40&md5=d97250cc9fc97776497a353e1652b017",2-s2.0-84856972942
"Cecchetto G., Giraudo C., Amagliani A., Viel G., Fais P., Cavarzeran F., Feltrin G., Davide Ferrara S., Montisci M.","7005539247;36645827200;35335933300;25226336000;36552190300;6506115974;7005398589;37261139700;6603171719;",2011,"International Journal of Legal Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955923699&doi=10.1007%2fs00414-010-0533-6&partnerID=40&md5=95596868d5eaaf4d493cb2a1d5940c0f",2-s2.0-79955923699
"Dalby O., Butler D., Birkett J.W.","36160383000;57198299952;7004014784;",2010,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954320178&doi=10.1111%2fj.1556-4029.2010.01370.x&partnerID=40&md5=8ed7f76d57e3a1216c821751a8972c1b",2-s2.0-77954320178
"Tugcu H., Yorulmaz C., Karslioglu Y., Uner H.B., Koc S., Ozdemir C., Ozaslan A., Celasun B.","6602955281;6506363639;6507177274;6601985132;36729515800;8691998000;55947651900;7004050836;",2006,"American Journal of Forensic Medicine and Pathology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845308553&doi=10.1097%2f01.paf.0000248739.79253.25&partnerID=40&md5=a0442bb111d6991536749a0277932294",2-s2.0-33845308553
"Tuǧcu H., Yorulmaz C., Bayraktaroǧlu G., Üner H.B., Karslioǧlu Y., Koç S., Ulukan M.Ö., Celasun B.","6602955281;6506363639;8907907100;6601985132;6507177274;36729515800;8907907500;7004050836;",2005,"Military Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-24944488011&doi=10.7205%2fMILMED.170.9.802&partnerID=40&md5=162733cb839a7ad894ca1959de05fd8a",2-s2.0-24944488011
"Saverio Romolo F., Margot P.","6508292376;7004580112;",2001,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035876938&doi=10.1016%2fS0379-0738%2800%2900428-X&partnerID=40&md5=e2f36a3e097a0be7c0c29e4addbcf379",2-s2.0-0035876938
"Brown H., Cauchi D.M., Holden J.L., Allen F.C.L., Cordner S., Thatcher P.","7401500500;7801376573;16170210800;7102515323;7005870991;6508165376;",1999,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032894015&doi=10.1016%2fS0379-0738%2898%2900211-4&partnerID=40&md5=332dec96f38dadbc50e37de71ccc81c9",2-s2.0-0032894015
"Brown H., Cauchi D.M., Holden J.L., Wrobel H., Cordner S.","7401500500;7801376573;16170210800;6602557812;7005870991;",1999,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032922609&doi=10.1016%2fS0379-0738%2898%2900210-2&partnerID=40&md5=8112b000fb88d629cdc82808df54c3c5",2-s2.0-0032922609
"Michaelides S.A., Demertzis P.A., Kosmas E.N., Savva S., Vassilareas V.P., Polychronopoulos V.","6701562357;56625808500;6603581428;7003968882;15043401800;6603254286;",1997,"Journal of Bronchology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038114446&doi=10.1097%2f00128594-199707000-00006&partnerID=40&md5=945a341f8d044f09ce8b52e570ffaf25",2-s2.0-0038114446
