Authors,Author(s) ID,Year,Source title,Link,EID
"Giorgetti A., Giraudo C., Viero A., Bisceglia M., Lupi A., Fais P., Quaia E., Montisci M., Cecchetto G., Viel G.","57208214957;36645827200;55613229200;57208655596;57208564162;36552190300;7004591510;6603171719;7005539247;25226336000;",2019,"International Journal of Legal Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065429703&doi=10.1007%2fs00414-019-02071-8&partnerID=40&md5=596570d59de45a1765c2429ca1e6cc7a",2-s2.0-85065429703
"Paulis L.E., Kroll J., Heijnens L., Huijnen M., Gerretsen R., Backes W.H., Hofman P.A.M.","57189593967;56927693300;57208175496;57208175554;6505755511;7006195274;7102688783;",2019,"International Journal of Legal Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064035997&doi=10.1007%2fs00414-019-02033-0&partnerID=40&md5=36d2e82032c619595f83795abe08cc82",2-s2.0-85064035997
"van Kan R.A.T., Haest I.I.H., Lobbes M.B.I., Kroll J., Ernst S.R., Kubat B., Hofman P.A.M.","56928477100;56928355500;24492262800;56927693300;57210112187;6602085186;7102688783;",2019,"International Journal of Legal Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069484297&doi=10.1007%2fs00414-019-02108-y&partnerID=40&md5=1532068e6ef73e38733c8451b58b7cd2",2-s2.0-85069484297
"Meundi M.A., David C.M.","41461441700;54886030200;",2019,"Journal of Oral and Maxillofacial Pathology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064899468&doi=10.4103%2fjomfp.JOMFP_20_19&partnerID=40&md5=56edc4461331c0a09723d1bb028b6556",2-s2.0-85064899468
"Chatzaraki V., Heimer J., Thali M., Dally A., Schweitzer W.","57193886892;57194268930;7005096122;54941976000;6701383301;",2018,"Journal of Forensic Radiology and Imaging","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054709633&doi=10.1016%2fj.jofri.2018.10.002&partnerID=40&md5=3d4a30a63507d5eafdb1fcb69065b630",2-s2.0-85054709633
"Urbanová P., Vojtíšek T., Frišhons J., Šandor O., Jurda M., Krajsa J.","6507817484;6504379125;56658756200;57202158169;46961314600;55955537600;",2018,"Legal Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047336895&doi=10.1016%2fj.legalmed.2018.05.005&partnerID=40&md5=b5d93a88876f93165811336bafd5543c",2-s2.0-85047336895
"Berger F., Niemann T., Kubik-Huch R.A., Richter H., Thali M.J., Gascho D.","57162251400;22939001300;35562374300;34771845700;7005096122;55650989900;",2018,"European Journal of Radiology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046369595&doi=10.1016%2fj.ejrad.2018.04.019&partnerID=40&md5=ee8c066ac1a939af261da67d550a1269",2-s2.0-85046369595
"Delteil C., Gach P., Ben Nejma N., Capasso F., Perich P., Massiani P., Gorincour G., Piercecchi-Marti M.-D., Tuchtan L.","56128308100;57190280481;57201279885;56255062300;56964956400;57196482016;55405656300;7004494588;55062288100;",2018,"Legal Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044151900&doi=10.1016%2fj.legalmed.2018.03.004&partnerID=40&md5=be97cf75415a7fce8acbc16090ee198f",2-s2.0-85044151900
"Willaume T., Farrugia A., Kieffer E.-M., Charton J., Geraut A., Berthelon L., Bierry G., Raul J.-S.","55936015300;16505986100;55841336900;55748642000;6601977532;6701609476;23003720300;6603947627;",2018,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044152751&doi=10.1016%2fj.forsciint.2018.02.030&partnerID=40&md5=bebf4e673792feef5e9f9786b73aa8e5",2-s2.0-85044152751
"Gascho D., Bolliger S.A., Enders M., Thali M.J., Fliss B.","55650989900;8307003000;57197867490;7005096122;56659475000;",2018,"Forensic Science, Medicine, and Pathology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041546382&doi=10.1007%2fs12024-018-9948-z&partnerID=40&md5=b88ecd99170f39643b19dbdef7f14e22",2-s2.0-85041546382
