Authors,Author(s) ID,Year,Source title,Link,EID
"Lucas N., Cook M., Kirkbride K.P., Kobus H.","57169935900;57169595000;56337473100;7003432475;",2019,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062442610&doi=10.1016%2fj.forsciint.2019.02.017&partnerID=40&md5=cd3c741f024b1351b23aae48f6eb23a6",2-s2.0-85062442610
"Głomb P., Romaszewski M., Cholewa M., Domino K.","16039493100;42962230500;55596351400;36008228300;",2018,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050857913&doi=10.1016%2fj.forsciint.2018.06.040&partnerID=40&md5=1f31fc47c9b3cf0644f764253a203779",2-s2.0-85050857913
"Chávez Reyes L., Elgueta López C., Briceño Barrios A., Garrido Soto C., Ibáñez C., Jamett Díaz F.","57202831044;57202833297;57202835781;57202835472;12041149600;57202838006;",2018,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049502507&doi=10.1016%2fj.forsciint.2018.06.029&partnerID=40&md5=ca06b3dcdb19b3b4c2e1a2d344ba548e",2-s2.0-85049502507
"Mandel M., Israelsohn Azulay O., Zidon Y., Tsach T., Cohen Y.","7103117734;25932268300;6507978407;6508141599;7403234847;",2018,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037641404&doi=10.1111%2f1556-4029.13711&partnerID=40&md5=bc84c156d853e051d78a50a5a5e51daf",2-s2.0-85037641404
"Blakey L.S., Sharples G.P., Chana K., Birkett J.W.","57200181669;7003677879;35809803800;7004014784;",2018,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040036495&doi=10.1111%2f1556-4029.13555&partnerID=40&md5=f0697b59d8b30b4a357ed5c727f2ecac",2-s2.0-85040036495
"Houck M., Crispino F., McAdam T.","7006244647;6602290061;57193815779;",2017,"The Science of Crime Scenes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054246827&partnerID=40&md5=de9d263eb74d9adc30abdf3df8e3d0ca",2-s2.0-85054246827
"Pawłowski W., Matyjasek Ł., Karpińska M.","55235558500;57193643535;56284706700;",2017,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019870328&doi=10.1111%2f1556-4029.13385&partnerID=40&md5=e65ecb2d37e463f986ccfe9b1b3deda1",2-s2.0-85019870328
"Maitre M., Kirkbride K.P., Horder M., Roux C., Beavis A.","57192155063;56337473100;57113201600;7202017940;7007045269;",2017,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84998656243&doi=10.1016%2fj.forsciint.2016.09.003&partnerID=40&md5=72e08daa40fe2a6dc2975729496feac9",2-s2.0-84998656243
"Damary N.K., MandelY M., Levin N., Izraeli E.","57190303725;57190294617;16683533000;55621553400;",2016,"Law, Probability and Risk","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978963559&doi=10.1093%2flpr%2fmgw001&partnerID=40&md5=59b5c95edac40969b81c851dce8ddee1",2-s2.0-84978963559
"Almog J., Bar-Or K.L., Leifer A., Delbar Y., Harush-Brosh Y.","7004280181;56179743700;6603557056;56180122300;56180289400;",2014,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901446879&doi=10.1016%2fj.forsciint.2014.04.041&partnerID=40&md5=5b1cba5ea94e9885efe64ee2943fdcf2",2-s2.0-84901446879
"Izraeli E.S., Tsach T., Levin N.","55621553400;6508141599;16683533000;",2014,"X-Ray Spectrometry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890430819&doi=10.1002%2fxrs.2495&partnerID=40&md5=5ac01e68b49f0b29d216a64d6bee4a85",2-s2.0-84890430819
"Taudte R.V., Beavis A., Blanes L., Cole N., Doble P., Roux C.","55907909000;7007045269;8606130700;25123483300;6603627895;7202017940;",2014,"BioMed Research International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902132405&doi=10.1155%2f2014%2f965403&partnerID=40&md5=9785e912a2019e957ae5f3e5834a278c",2-s2.0-84902132405
"Moran J., Bell S.","55480621300;55423348700;",2013,"International Journal for Ion Mobility Spectrometry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886786054&doi=10.1007%2fs12127-013-0138-0&partnerID=40&md5=50096c060e76af8e51f778ef6b227398",2-s2.0-84886786054
