Authors,Author(s) ID,Year,Source title,Link,EID
"Hejtmánková M., Broncová G., Shishkanova T.V.","57201158257;6506567025;6603159940;",2018,"Chemicke Listy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043595542&partnerID=40&md5=7df85a96e98750fc8472487afc759fd9",2-s2.0-85043595542
"Wang J., O'Mahony A.M.","7701314455;24344377800;",2016,"Forensic Science: A Multidisciplinary Approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017475276&doi=10.1002%2f9783527693535.ch6&partnerID=40&md5=83b554e500090e149cc819922e4e3417",2-s2.0-85017475276
"Doménech-Carbó A., Doménech-Carbó M.T., Pérez M.L., Herrero-Cortell M.","9274625200;6603841468;56461943200;57200012570;",2015,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919933450&doi=10.1016%2fj.forsciint.2014.12.001&partnerID=40&md5=2148448e4b3be1816c9ec410fc0533e2",2-s2.0-84919933450
"O'Mahony A.M., Wang J.","24344377800;7701314455;",2013,"Electroanalysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879017775&doi=10.1002%2felan.201300054&partnerID=40&md5=022ce9b1ca276f3d0f0b98f998b6f470",2-s2.0-84879017775
"Erden S., Durmus Z., Kiliç E.","10141981800;56254335600;7006065730;",2011,"Electroanalysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961062181&doi=10.1002%2felan.201000612&partnerID=40&md5=e2f7b17be59a339fb98582c13b7be398",2-s2.0-79961062181
"Agrawal J.K., Sharma J.D., Pitre K.S.","36856523300;36054805300;7003704100;",2005,"Medico-Legal Update","https://www.scopus.com/inward/record.uri?eid=2-s2.0-32144435762&partnerID=40&md5=5b358a9be1a439f437507b9e580ab9ae",2-s2.0-32144435762
"Woolever C.A., Dewald H.D.","6701599497;7004503662;",2001,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035314096&doi=10.1016%2fS0379-0738%2800%2900402-3&partnerID=40&md5=94c279543563f690824952d7ef262874",2-s2.0-0035314096
"Woolever C.A., Starkey D.E., Dewald H.D.","6701599497;57197092773;7004503662;",1999,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032987557&doi=10.1016%2fS0379-0738%2899%2900036-5&partnerID=40&md5=d328fc0c264e321c4378451538582302",2-s2.0-0032987557
"Brihaye Cl., Machiroux R., Gillain G.","6701315104;6507427306;6506263608;",1982,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019970181&doi=10.1016%2f0379-0738%2882%2990128-1&partnerID=40&md5=b42a088a1d788938843cb2bedef9f6dd",2-s2.0-0019970181
"Liu J.H., Lin W.-F., Nicol J.D.","55851758900;7406521199;7004860292;",1980,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0018927154&doi=10.1016%2f0379-0738%2880%2990179-6&partnerID=40&md5=23ecd7a5cb8c54abe0ec97a50948fd42",2-s2.0-0018927154
