Authors,Author(s) ID,Year,Source title,Link,EID
"Maitre M., Kirkbride K.P., Horder M., Roux C., Beavis A.","57192155063;56337473100;57113201600;7202017940;7007045269;",2017,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84998656243&doi=10.1016%2fj.forsciint.2016.09.003&partnerID=40&md5=72e08daa40fe2a6dc2975729496feac9",2-s2.0-84998656243
"Chang K.H., Jayaprakash P.T., Yew C.H., Abdullah A.F.L.","55645695400;7004736167;55644072200;55621468900;",2013,"Australian Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875926381&doi=10.1080%2f00450618.2012.691546&partnerID=40&md5=29fd2f61a8e69b91779c69d0ebf86c3e",2-s2.0-84875926381
"Cetó X., O'Mahony A.M., Samek I.A., Windmiller J.R., Del Valle M., Wang J.","36702561500;24344377800;55347843200;24072330500;7005723747;7701314455;",2012,"Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870527687&doi=10.1021%2fac302361z&partnerID=40&md5=0b1f22f658668cbdee4077f225b7d132",2-s2.0-84870527687
"Ledbetter N.L., Walton B.L., Davila P., Hoffmann W.D., Ernest R.N., Verbeck IV G.F.","37039586000;55349812200;36459726300;35810448700;36459500700;55664919800;",2010,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956323092&doi=10.1111%2fj.1556-4029.2010.01406.x&partnerID=40&md5=dc86daf010186f0364486dea07320875",2-s2.0-77956323092
"Bai R.-F., Wan L.-H., Li J.-B.","15753321700;23494276000;56239895100;",2005,"Chinese Journal of Forensic Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-20344374947&partnerID=40&md5=f2dcaae0bf85134de5bff5b811dd8c63",2-s2.0-20344374947
"Tong Y., Wu Z., Yang C., Yu J., Zhang X., Yang S., Deng X., Xu Y., Wen Y.","55225471800;7501412325;7407744086;7405530456;35108563900;57199268729;16425410100;7406452111;55239417300;",2001,"Analyst","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035054972&doi=10.1039%2fb010183o&partnerID=40&md5=376067339b6eb872f5faedc5f7226b53",2-s2.0-0035054972
"Meng H.-H., Caddy B.","7202278946;7004233264;",1997,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030793488&partnerID=40&md5=915d1f40dd367b065908551af1262b10",2-s2.0-0030793488
"Meng H.-H., Caddy B.","7202278946;7004233264;",1995,"Analyst","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000738949&doi=10.1039%2fAN9952001759&partnerID=40&md5=226d99e138de2bb21cee1a91859d9c7f",2-s2.0-0000738949
"Espinoza E.O.'N., Thornton J.I.","56348343000;7402781608;",1994,"Analytica Chimica Acta","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028351377&doi=10.1016%2f0003-2670%2894%2985116-6&partnerID=40&md5=62cfaeb1c8915432a48bc8808d5d0887",2-s2.0-0028351377
"Thornton J.I.","7402781608;",1994,"Analytica Chimica Acta","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028267446&doi=10.1016%2f0003-2670%2894%2985117-4&partnerID=40&md5=8995482eb9bff7bb70aede63c9b6ea0d",2-s2.0-0028267446
"Northrop D.M., Martire D.E., MacCrehan W.A.","7006139649;7004499602;7003651944;",1991,"Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000317423&doi=10.1021%2fac00010a021&partnerID=40&md5=4234b4fae7f3ff155b89c4ee6a4a5b83",2-s2.0-0000317423
"Munder A., Christensen R.G., Wise S.A.","6506591077;7202426206;7202622500;",1991,"Journal of Microcolumn Separations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986770430&doi=10.1002%2fmcs.1220030206&partnerID=40&md5=0ee1980c1e4ce3eb0381971ac4dc60e0",2-s2.0-84986770430
"Leggett L.S., Lott P.F.","24373698600;6603922599;",1989,"Microchemical Journal","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0003041137&doi=10.1016%2f0026-265X%2889%2990012-X&partnerID=40&md5=74204061827d49b827e40a578d3f7c8b",2-s2.0-0003041137
"Brettell T.A., Saferstein R.","6604035747;6603724137;",1989,"Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845183416&doi=10.1021%2fac00187a016&partnerID=40&md5=d3f6c6ff64baae7389ef95f26abb08e8",2-s2.0-33845183416
