Authors,Author(s) ID,Year,Source title,Link,EID
"MacPhee N., Savage A., Noton N., Beattie E., Milne L., Fraser J.","57197852824;57197852236;57197855346;57197852586;57197856950;37661176900;",2018,"Science and Justice","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035351282&doi=10.1016%2fj.scijus.2017.11.005&partnerID=40&md5=b99b5ed7f31f38963c0ace1d6b7363b5",2-s2.0-85035351282
"Zátopková L., Hejna P.","30068011300;25121104500;",2011,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951852912&doi=10.1111%2fj.1556-4029.2010.01666.x&partnerID=40&md5=c54d11990d41e47cda0a71a9a00115b5",2-s2.0-79951852912
"Germerott T., Jänisch S., Dieter Tröger H., Günther D.","34167789600;35336788700;36162999200;7006354158;",2010,"Archiv fur Kriminologie","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954408379&partnerID=40&md5=bdc06ef374474f855592602b70a408f8",2-s2.0-77954408379
"Pomara C., D'Errico S., Neri M.","8339471800;56892701800;8314105000;",2007,"Forensic Science, Medicine, and Pathology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36949020814&doi=10.1007%2fs12024-007-0006-5&partnerID=40&md5=41ff7ba99943e21a586b0742cfcff090",2-s2.0-36949020814
"Smith M.J., Brickley M.B., Leach S.L.","55573861600;10139128600;55108049100;",2007,"Journal of Archaeological Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845478099&doi=10.1016%2fj.jas.2006.06.008&partnerID=40&md5=c340bf1015bae76456b906cd7547be2d",2-s2.0-33845478099
"Itabashi H.H., Andrews J., Tomiyasu U., Erlich S., Sathyavagiswaran L.","7005824969;55468882000;6701343702;7004333961;6603652803;",2007,"Forensic Neuropathology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013834047&doi=10.1016%2fB978-0-12-058527-4.X5000-7&partnerID=40&md5=ac93216db4e4e1051e115e3f3fc05086",2-s2.0-85013834047
"Gregory N.G.","7102241955;",2005,"Animal Welfare","https://www.scopus.com/inward/record.uri?eid=2-s2.0-18344376019&partnerID=40&md5=c8ca511bce28b94e2f23ca84c2112272",2-s2.0-18344376019
"Grellner W., Buhmann D., Giese A., Gehrke G., Koops E., Püschel K.","7005469730;6701439779;7005244869;7003887613;7003348189;35500896800;",2004,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1942485498&doi=10.1016%2fj.forsciint.2003.12.021&partnerID=40&md5=b87e96bd66cbe8fda4dd09b4fa36a25a",2-s2.0-1942485498
"Byard R.W., Koszyca B., James R.","35598285900;26642937300;35561626700;",1999,"American Journal of Forensic Medicine and Pathology","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033397702&doi=10.1097%2f00000433-199912000-00007&partnerID=40&md5=0b0be4b314555366c617caad728fce5d",2-s2.0-0033397702
"Taupin J.M.","7005038254;",1998,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031882269&partnerID=40&md5=d41c8d5b59a6901505c8faadd3839606",2-s2.0-0031882269
"Besler K., Kleiber M., Zerkowski H.-R., Trübner K.","7801496248;7103063306;7005317703;6602113354;",1998,"International Journal of Legal Medicine","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031934639&doi=10.1007%2fs004140050121&partnerID=40&md5=72ce917d5bf4b65cf0bff130eae8bc96",2-s2.0-0031934639
