Authors,Author(s) ID,Year,Source title,Link,EID
"Chávez Reyes L., Elgueta López C., Briceño Barrios A., Garrido Soto C., Ibáñez C., Jamett Díaz F.","57202831044;57202833297;57202835781;57202835472;12041149600;57202838006;",2018,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049502507&doi=10.1016%2fj.forsciint.2018.06.029&partnerID=40&md5=ca06b3dcdb19b3b4c2e1a2d344ba548e",2-s2.0-85049502507
"Hearns N.G.R., Laflèche D.N., Sandercock M.L.","56518102600;57207699467;7102712687;",2015,"Journal of Forensic Sciences","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928765485&doi=10.1111%2f1556-4029.12729&partnerID=40&md5=d83caccc2b6ecab7518acfe9dff40e82",2-s2.0-84928765485
"Izraeli E.S., Tsach T., Levin N.","55621553400;6508141599;16683533000;",2014,"X-Ray Spectrometry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890430819&doi=10.1002%2fxrs.2495&partnerID=40&md5=5ac01e68b49f0b29d216a64d6bee4a85",2-s2.0-84890430819
"Gilles S., Steppert A.-K., Schaal P.A., Barth M., Niewoehner L., Simon U.","36830932100;55903207800;54961750300;57189351968;8525342900;7006011611;",2014,"Scanning","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901987927&doi=10.1002%2fsca.21126&partnerID=40&md5=d7051159b223f703f3c235d84a816fd0",2-s2.0-84901987927
"Melo L.G.A., Martiny A., Pinto A.L.","57200528807;36964991000;7402306549;",2014,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899884146&doi=10.1016%2fj.forsciint.2014.04.010&partnerID=40&md5=e566a89e14b8bc3e0a8247da2839d4d1",2-s2.0-84899884146
"Uhlig S., Krügener S., Gowik P.","7005635690;26221337500;35233521800;",2013,"Accreditation and Quality Assurance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884591879&doi=10.1007%2fs00769-013-0993-8&partnerID=40&md5=3e0719cc86976392b1ca09818a8d3ef5",2-s2.0-84884591879
"Brozek-Mucha Z.","6602161516;",2011,"Microscopy and Microanalysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82055166007&doi=10.1017%2fS1431927611012141&partnerID=40&md5=e98cedf3605ff58d8fbad29102f50436",2-s2.0-82055166007
"Romão W., Schwab N.V., Bueno M.I.M.S., Sparrapan R., Eberlin M.N., Martiny A., Sabino B.D., Maldaner A.O.","57198083811;56587687700;7102774264;6603609993;7005119089;36964991000;24077242500;36883383800;",2011,"Quimica Nova","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84555191218&partnerID=40&md5=f7d398a7fbe3af9be56119f06f332240",2-s2.0-84555191218
"Uhlig S., Niewöhner L., Gowik P.","7005635690;20135268700;35233521800;",2011,"Accreditation and Quality Assurance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80355146960&doi=10.1007%2fs00769-011-0811-0&partnerID=40&md5=1bed78962c00b6b9d28ad095c5b9d139",2-s2.0-80355146960
"Brozek-Mucha Z.","6602161516;",2011,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959549135&doi=10.1016%2fj.forsciint.2011.01.031&partnerID=40&md5=de83dd295df49eba7a74708d682950e4",2-s2.0-79959549135
"Tsuji K., Nakano K., Takahashi Y., Hayashi K., Ro C.-U.","56609707300;35795782000;35512142000;55502684700;7003424343;",2010,"Analytical Chemistry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953593366&doi=10.1021%2fac101069d&partnerID=40&md5=e4fd9457ade7a233d69e843a5b79364d",2-s2.0-77953593366
"Brozek-Mucha Z.","6602161516;",2009,"Forensic Science International","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149159697&doi=10.1016%2fj.forsciint.2008.10.010&partnerID=40&md5=0db4c0d14ac836108142311af3de97ed",2-s2.0-58149159697
